股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
603323,7.76,7.75,7.79,7.71,139181,65234930.0,1.03,0.0,0.0,0.9,1
603323,7.74,7.91,7.91,7.74,222723,106273035.0,2.19,2.06,0.16,1.44,1
603323,7.92,7.88,7.99,7.84,309907,148650045.0,1.9,-0.38,-0.03,2.01,1
603323,7.88,7.82,7.91,7.81,135087,64123837.0,1.27,-0.76,-0.06,0.88,1
603323,7.84,7.88,7.91,7.79,172290,82038795.0,1.53,0.77,0.06,1.12,1
603323,7.86,7.78,7.86,7.75,119967,56673394.0,1.4,-1.27,-0.1,0.78,1
603323,7.76,7.79,7.84,7.76,117064,55308156.0,1.03,0.13,0.01,0.76,1
603323,7.79,7.76,7.82,7.69,129016,60532006.0,1.67,-0.39,-0.03,0.84,1
603323,7.75,7.79,7.79,7.72,128283,60274472.0,0.9,0.39,0.03,0.83,1
603323,7.82,7.84,7.96,7.81,362750,173529179.0,1.93,0.64,0.05,2.35,1
603323,7.84,7.86,7.89,7.81,160518,76458454.0,1.02,0.26,0.02,1.04,1
603323,7.91,8.04,8.16,7.88,369277,180270474.0,3.56,2.29,0.18,2.39,1
603323,8.02,8.01,8.05,7.94,216763,105264769.0,1.37,-0.37,-0.03,1.4,1
603323,8.01,8.01,8.04,7.96,166428,80885143.0,1.0,0.0,0.0,1.08,1
603323,8.18,7.99,8.26,7.98,545632,267553732.0,3.5,-0.25,-0.02,3.53,1
603323,8.02,8.08,8.14,8.01,377422,185779294.0,1.63,1.13,0.09,2.44,1
