股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
600036,176.59,178.54,179.32,174.44,606266,2255334391.0,2.75,0.71,1.25,0.29,1
600036,179.32,182.73,183.43,178.35,836454,3207024324.0,2.85,2.35,4.19,0.41,1
600036,184.06,182.14,185.15,181.75,619085,2398823818.0,1.86,-0.32,-0.59,0.3,1
600036,182.76,181.67,183.82,179.75,590007,2255711424.0,2.23,-0.26,-0.47,0.29,1
600036,181.79,183.31,184.49,181.79,499149,1937276819.0,1.49,0.9,1.64,0.24,1
600036,183.23,181.16,183.31,180.81,541972,2078031131.0,1.36,-1.17,-2.15,0.26,1
600036,181.67,183.78,184.8,180.73,541707,2107076772.0,2.25,1.45,2.62,0.26,1
600036,184.52,184.29,184.68,183.04,304349,1185494431.0,0.89,0.28,0.51,0.15,1
600036,184.37,186.67,186.67,183.98,463767,1825772733.0,1.46,1.29,2.38,0.22,1
600036,188.0,189.84,192.46,187.22,880469,3569434000.0,2.81,1.7,3.17,0.43,1
600036,189.76,190.66,191.68,189.1,432047,1752751493.0,1.36,0.43,0.82,0.21,1
600036,190.55,189.49,191.72,188.9,294675,1191075289.0,1.48,-0.61,-1.17,0.14,1
600036,188.79,190.55,191.13,187.69,472490,1910434244.0,1.82,0.56,1.06,0.23,1
600036,191.84,192.11,192.31,190.66,413403,1692997050.0,0.87,0.82,1.56,0.2,1
600036,197.98,195.94,198.29,195.24,1007007,4255796700.0,1.59,1.99,3.83,0.49,1
600036,197.19,192.74,197.19,192.74,642312,2677248182.0,2.27,-1.63,-3.2,0.31,1
