股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
002807,5.71,5.74,5.76,5.66,184090,73360349.28,1.75,0.53,0.03,0.85,1
002807,5.75,5.88,5.9,5.74,372809,152230298.01,2.79,2.44,0.14,1.72,1
002807,5.92,5.83,5.93,5.81,225861,92336219.2,2.04,-0.85,-0.05,1.04,1
002807,5.84,5.81,5.84,5.8,133595,54147508.75,0.69,-0.34,-0.02,0.62,1
002807,5.83,5.78,5.83,5.78,136897,55360428.6,0.86,-0.52,-0.03,0.63,1
002807,5.82,5.74,5.82,5.74,132805,53239663.6,1.38,-0.69,-0.04,0.61,1
002807,5.77,5.78,5.81,5.74,140280,56501752.37,1.22,0.7,0.04,0.65,1
002807,5.82,5.75,5.82,5.71,117832,47127968.0,1.9,-0.52,-0.03,0.54,1
002807,5.76,5.81,5.81,5.74,138751,55857815.2,1.22,1.04,0.06,0.64,1
002807,5.84,5.84,5.93,5.81,283060,115922639.04,2.07,0.52,0.03,1.3,1
002807,5.84,5.83,5.86,5.81,205620,83497172.75,0.86,-0.17,-0.01,0.95,1
002807,6.02,6.12,6.32,5.95,1372690,593160830.49,6.35,4.97,0.29,6.33,1
002807,6.12,6.04,6.13,5.95,807603,342816179.64,2.94,-1.31,-0.08,3.72,1
002807,6.07,6.02,6.08,5.99,416441,176166347.06,1.49,-0.33,-0.02,1.92,1
002807,6.06,5.99,6.07,5.98,504092,213034133.9,1.5,-0.5,-0.03,2.32,1
002807,5.98,5.99,6.04,5.96,331668,139641596.08,1.34,0.0,0.0,1.53,1
