股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
000001,1808.74,1880.0,1890.0,1789.98,2194128,2971546989.04,5.55,4.23,76.26,1.13,1
000001,1872.5,1948.76,1961.26,1862.5,2189683,3110729449.03,5.25,3.66,68.76,1.13,1
000001,1958.76,1968.76,2001.27,1955.01,1665425,2417272355.99,2.37,1.03,20.0,0.86,1
000001,1971.26,1986.27,1998.77,1968.76,1195745,1747915169.26,1.52,0.89,17.51,0.62,1
000001,2002.52,2008.77,2018.77,1973.76,1057659,1561368487.3,2.27,1.13,22.5,0.55,1
000001,2003.77,1963.76,2020.02,1957.51,1269423,1851093716.76,3.11,-2.24,-45.01,0.65,1
000001,1965.01,1992.52,2006.27,1957.51,830566,1217450811.64,2.48,1.46,28.76,0.43,1
000001,2005.02,1992.52,2005.02,1975.01,625695,914367699.65,1.51,0.0,0.0,0.32,1
000001,1992.52,2027.52,2027.52,1977.52,949086,1407181074.29,2.51,1.76,35.0,0.49,1
000001,2027.52,2043.78,2068.78,2015.02,1560040,2356399992.83,2.65,0.8,16.26,0.8,1
000001,2050.03,2030.02,2056.28,2005.02,935835,1396151514.52,2.51,-0.67,-13.76,0.48,1
000001,2027.52,2047.53,2056.28,2022.52,718434,1083362997.53,1.66,0.86,17.51,0.37,1
000001,2050.03,2045.03,2065.03,2017.52,641875,963744633.47,2.32,-0.12,-2.5,0.33,1
000001,2053.78,2050.03,2063.78,2033.77,608590,920144805.73,1.47,0.24,5.0,0.31,1
000001,2108.79,2052.53,2126.29,2020.02,1374318,2096867649.37,5.18,0.12,2.5,0.71,1
000001,2063.78,2032.52,2097.54,2028.77,1030498,1568639326.21,3.35,-0.97,-20.01,0.53,1
