date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
2024-01-02,000858,2493.95,2426.71,2493.95,2423.58,215270,2947170556.8,2.82,-2.7,-67.4,0.55,1
2024-01-03,000858,2426.4,2409.19,2437.19,2391.52,164171,2211980500.19,1.88,-0.72,-17.52,0.42,1
2024-01-04,000858,2409.19,2369.16,2409.51,2364.31,178763,2371204451.67,1.88,-1.66,-40.03,0.46,1
2024-01-05,000858,2364.15,2352.27,2384.48,2345.08,156304,2062827516.43,1.66,-0.71,-16.89,0.4,1
