股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
601328,9.78,9.78,9.81,9.75,879680,416402383.0,0.61,0.0,0.0,0.22,1
601328,9.8,9.86,9.87,9.77,1163919,557635967.0,1.02,0.82,0.08,0.3,1
601328,9.89,9.87,9.9,9.86,795361,382812940.0,0.41,0.1,0.01,0.2,1
601328,9.87,9.87,9.9,9.85,576749,277513505.0,0.51,0.0,0.0,0.15,1
601328,9.89,9.87,9.9,9.87,473310,228091937.0,0.3,0.0,0.0,0.12,1
601328,9.87,9.85,9.89,9.83,505743,242575456.0,0.61,-0.2,-0.02,0.13,1
601328,9.85,9.9,9.91,9.83,704267,339381404.0,0.81,0.51,0.05,0.18,1
601328,9.91,9.9,9.91,9.86,587549,283289360.0,0.51,0.0,0.0,0.15,1
601328,9.9,9.95,9.95,9.89,670122,325162944.0,0.61,0.51,0.05,0.17,1
601328,9.95,9.91,9.96,9.9,1037736,503229253.0,0.6,-0.4,-0.04,0.26,1
601328,9.91,9.94,9.95,9.9,698129,338568927.0,0.5,0.3,0.03,0.18,1
601328,9.94,9.95,9.96,9.92,555444,270457589.0,0.4,0.1,0.01,0.14,1
601328,9.95,9.96,9.96,9.92,418572,203569310.0,0.4,0.1,0.01,0.11,1
601328,9.96,9.95,9.97,9.94,468458,228227805.0,0.3,-0.1,-0.01,0.12,1
601328,9.99,9.96,10.01,9.95,900786,440681488.0,0.6,0.1,0.01,0.23,1
601328,9.97,9.92,10.0,9.92,797532,389046228.0,0.8,-0.4,-0.04,0.2,1
