股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
600908,6.29,6.27,6.31,6.23,167732,88163806.0,1.27,-0.32,-0.02,0.95,1
600908,6.3,6.5,6.57,6.3,412797,224725284.0,4.31,3.67,0.23,2.33,1
600908,6.51,6.52,6.54,6.47,218837,119970736.0,1.08,0.31,0.02,1.23,1
600908,6.52,6.46,6.54,6.44,134232,73192534.0,1.53,-0.92,-0.06,0.76,1
600908,6.46,6.38,6.48,6.38,177835,95711242.0,1.55,-1.24,-0.08,1.0,1
600908,6.38,6.36,6.41,6.34,137384,73411800.0,1.1,-0.31,-0.02,0.78,1
600908,6.36,6.46,6.46,6.34,179264,96868572.0,1.89,1.57,0.1,1.01,1
600908,6.45,6.39,6.45,6.36,113261,60893923.0,1.39,-1.08,-0.07,0.64,1
600908,6.41,6.49,6.49,6.38,143720,77826379.0,1.72,1.56,0.1,0.81,1
600908,6.67,6.71,6.9,6.63,619012,354468858.0,4.16,3.39,0.22,3.49,1
600908,6.75,6.77,6.81,6.72,368555,211783967.0,1.34,0.89,0.06,2.08,1
600908,6.77,6.84,6.96,6.73,313879,183141601.0,3.4,1.03,0.07,1.77,1
600908,6.82,6.86,6.89,6.75,237001,137549644.0,2.05,0.29,0.02,1.34,1
600908,6.86,6.79,6.87,6.78,208912,120928331.0,1.31,-1.02,-0.07,1.18,1
600908,6.82,6.71,6.86,6.7,235018,134936816.0,2.36,-1.18,-0.08,1.33,1
600908,6.7,6.77,6.8,6.68,171398,98319894.0,1.79,0.89,0.06,0.97,1
