date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
2024-01-02,000002,2537.21,2499.25,2542.45,2499.25,811106,830765500.05,1.7,-1.6,-40.58,0.83,1
2024-01-03,000002,2499.25,2496.63,2509.72,2484.85,610921,618688241.1,1.0,-0.1,-2.62,0.63,1
2024-01-04,000002,2492.7,2470.45,2494.01,2465.21,851919,847124418.41,1.15,-1.05,-26.18,0.88,1
2024-01-05,000002,2469.14,2478.3,2496.63,2463.9,739604,741466025.62,1.32,0.32,7.85,0.76,1
