股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
601825,6.46,6.46,6.48,6.4,121222,71236025.0,1.24,0.31,0.02,0.26,1
601825,6.44,6.52,6.52,6.44,138066,81930306.0,1.24,0.93,0.06,0.3,1
601825,6.53,6.52,6.54,6.5,85858,51209577.0,0.61,0.0,0.0,0.19,1
601825,6.54,6.5,6.54,6.49,82293,48907936.0,0.77,-0.31,-0.02,0.18,1
601825,6.5,6.51,6.53,6.48,81004,48177426.0,0.77,0.15,0.01,0.18,1
601825,6.5,6.47,6.52,6.46,79949,47352104.0,0.92,-0.61,-0.04,0.17,1
601825,6.47,6.48,6.51,6.46,64372,38143697.0,0.77,0.15,0.01,0.14,1
601825,6.47,6.47,6.48,6.45,63300,37364581.0,0.46,-0.15,-0.01,0.14,1
601825,6.49,6.49,6.5,6.46,45995,27200200.0,0.62,0.31,0.02,0.1,1
601825,6.49,6.49,6.54,6.48,96006,57133605.0,0.92,0.0,0.0,0.21,1
601825,6.49,6.52,6.52,6.48,69913,41490651.0,0.62,0.46,0.03,0.15,1
601825,6.49,6.54,6.56,6.49,102285,61081543.0,1.07,0.31,0.02,0.22,1
601825,6.54,6.51,6.54,6.49,60692,36096453.0,0.76,-0.46,-0.03,0.13,1
601825,6.51,6.53,6.54,6.49,92141,54897869.0,0.77,0.31,0.02,0.2,1
601825,6.56,6.52,6.58,6.51,153468,91691083.0,1.07,-0.15,-0.01,0.33,1
601825,6.52,6.47,6.53,6.46,159500,94534564.0,1.07,-0.77,-0.05,0.35,1
