股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
601860,2.99,3.01,3.01,2.97,228279,59248211.0,1.34,0.67,0.02,0.66,1
601860,3.0,3.04,3.04,3.0,355787,93415772.0,1.33,1.0,0.03,1.02,1
601860,3.04,3.02,3.04,3.02,231971,60991475.0,0.66,-0.66,-0.02,0.67,1
601860,3.02,3.0,3.03,3.0,252017,65742711.0,0.99,-0.66,-0.02,0.73,1
601860,3.01,3.0,3.02,2.99,209838,54660405.0,1.0,0.0,0.0,0.6,1
601860,3.0,2.98,3.01,2.97,203985,52699612.0,1.33,-0.67,-0.02,0.58,1
601860,2.98,2.97,3.0,2.97,211178,54597531.0,1.01,-0.34,-0.01,0.6,1
601860,2.98,2.98,2.99,2.96,272458,70054248.0,1.01,0.34,0.01,0.78,1
601860,2.98,3.0,3.01,2.97,248590,64384575.0,1.34,0.67,0.02,0.71,1
601860,3.0,3.02,3.05,2.99,501699,131645109.0,2.0,0.67,0.02,1.43,1
601860,3.02,3.02,3.03,3.0,229311,59910708.0,0.99,0.0,0.0,0.65,1
601860,3.02,3.03,3.08,3.01,376554,99546503.0,2.32,0.33,0.01,1.07,1
601860,3.03,3.06,3.06,3.01,284332,74976107.0,1.65,0.99,0.03,0.81,1
601860,3.06,3.07,3.08,3.04,349072,92915443.0,1.31,0.33,0.01,1.0,1
601860,3.09,3.06,3.09,3.05,420284,112237602.0,1.3,-0.33,-0.01,1.2,1
601860,3.06,3.06,3.08,3.05,342456,91179094.0,0.98,0.0,0.0,0.98,1
