股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
601838,17.42,17.29,17.51,17.2,218930,332001780.0,1.78,-0.86,-0.15,0.59,1
601838,17.22,17.45,17.64,17.21,245562,377392784.0,2.49,0.93,0.16,0.66,1
601838,17.49,17.31,17.69,17.23,219058,333389419.0,2.64,-0.8,-0.14,0.59,1
601838,17.31,17.27,17.4,17.03,231711,348943182.0,2.14,-0.23,-0.04,0.62,1
601838,17.31,17.1,17.34,17.01,169267,253515714.0,1.91,-0.98,-0.17,0.45,1
601838,17.12,16.91,17.13,16.84,172385,255443672.0,1.7,-1.11,-0.19,0.46,1
601838,16.94,16.98,17.07,16.88,211217,313015332.0,1.12,0.41,0.07,0.57,1
601838,16.94,16.78,16.98,16.66,203065,296522392.0,1.88,-1.18,-0.2,0.55,1
601838,16.8,16.75,16.92,16.62,256516,374093571.0,1.79,-0.18,-0.03,0.69,1
601838,16.76,16.63,16.93,16.53,463509,673660768.0,2.39,-0.72,-0.12,1.24,1
601838,16.63,16.49,16.63,16.27,299130,427356067.0,2.16,-0.84,-0.14,0.8,1
601838,16.42,16.45,16.51,16.34,237070,338558684.0,1.03,-0.24,-0.04,0.64,1
601838,16.4,16.3,16.42,16.22,320490,453102234.0,1.22,-0.91,-0.15,0.86,1
601838,16.32,16.5,16.54,16.25,320429,458097910.0,1.78,1.23,0.2,0.86,1
601838,16.7,16.76,17.09,16.59,446206,655744044.0,3.03,1.58,0.26,1.2,1
601838,16.77,16.66,16.91,16.65,200726,293598790.0,1.55,-0.6,-0.1,0.54,1
