股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
002958,3.45,3.45,3.46,3.41,151909,43899350.25,1.45,0.29,0.01,0.32,1
002958,3.46,3.48,3.49,3.44,183248,53599461.88,1.45,0.87,0.03,0.38,1
002958,3.49,3.47,3.5,3.46,139598,40803450.43,1.15,-0.29,-0.01,0.29,1
002958,3.47,3.45,3.48,3.44,127173,36908662.49,1.15,-0.58,-0.02,0.26,1
002958,3.46,3.43,3.47,3.43,125770,36417214.4,1.16,-0.58,-0.02,0.26,1
002958,3.43,3.4,3.44,3.4,106195,30442607.75,1.17,-0.87,-0.03,0.22,1
002958,3.42,3.41,3.44,3.4,129773,37225986.64,1.18,0.29,0.01,0.27,1
002958,3.41,3.4,3.42,3.39,106975,30503088.0,0.88,-0.29,-0.01,0.22,1
002958,3.4,3.43,3.44,3.39,101623,29166392.66,1.47,0.88,0.03,0.21,1
002958,3.44,3.46,3.5,3.43,225632,65813031.06,2.04,0.87,0.03,0.47,1
002958,3.48,3.49,3.5,3.46,213113,62458704.61,1.16,0.87,0.03,0.44,1
002958,3.49,3.51,3.54,3.47,221118,65373888.05,2.01,0.57,0.02,0.46,1
002958,3.51,3.52,3.52,3.48,159549,47070865.7,1.14,0.28,0.01,0.33,1
002958,3.53,3.52,3.53,3.51,135836,40299623.2,0.57,0.0,0.0,0.28,1
002958,3.54,3.51,3.55,3.5,229793,68177747.34,1.42,-0.28,-0.01,0.48,1
002958,3.5,3.5,3.52,3.49,143374,42379587.4,0.85,-0.28,-0.01,0.3,1
