date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
2024-01-02,600036,147.68,146.24,147.72,146.16,542195,1500865548.0,1.06,-0.63,-0.93,0.26,1
2024-01-03,600036,146.24,146.98,147.25,146.0,433956,1200383624.0,0.85,0.51,0.74,0.21,1
2024-01-04,600036,146.94,147.13,147.21,145.37,637102,1759101593.0,1.25,0.1,0.15,0.31,1
2024-01-05,600036,146.9,149.01,150.93,146.39,1190633,3376466447.0,3.09,1.28,1.88,0.58,1
