股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
601916,3.33,3.33,3.34,3.3,731878,213586343.0,1.2,-0.3,-0.01,0.44,1
601916,3.33,3.37,3.38,3.3,1223606,359860726.0,2.4,1.2,0.04,0.73,1
601916,3.37,3.36,3.38,3.34,612997,181338959.0,1.19,-0.3,-0.01,0.37,1
601916,3.36,3.32,3.36,3.32,734046,215348646.0,1.19,-1.19,-0.04,0.44,1
601916,3.33,3.33,3.34,3.32,334996,98074421.0,0.6,0.3,0.01,0.2,1
601916,3.32,3.32,3.33,3.31,456624,133304589.0,0.6,-0.3,-0.01,0.27,1
601916,3.32,3.3,3.33,3.3,404138,117834440.0,0.9,-0.6,-0.02,0.24,1
601916,3.31,3.29,3.31,3.28,342434,98893292.0,0.91,-0.3,-0.01,0.2,1
601916,3.29,3.32,3.32,3.28,299739,86896067.0,1.22,0.91,0.03,0.18,1
601916,3.31,3.34,3.36,3.31,661113,194354594.0,1.51,0.6,0.02,0.4,1
601916,3.35,3.34,3.35,3.33,416061,122437128.0,0.6,0.0,0.0,0.25,1
601916,3.34,3.36,3.37,3.33,514321,151988658.0,1.2,0.6,0.02,0.31,1
601916,3.36,3.39,3.39,3.34,458136,135940465.0,1.49,0.89,0.03,0.27,1
601916,3.4,3.41,3.41,3.38,421699,126336400.0,0.88,0.59,0.02,0.25,1
601916,3.43,3.38,3.43,3.38,500578,150094293.0,1.47,-0.88,-0.03,0.3,1
601916,3.38,3.36,3.4,3.35,619995,183985279.0,1.48,-0.59,-0.02,0.37,1
