股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
600000,77.54,77.28,77.61,76.89,258925,187094064.0,0.93,-0.43,-0.33,0.09,1
600000,77.54,77.81,78.07,77.28,309471,226321372.0,1.02,0.69,0.53,0.11,1
600000,78.2,78.07,78.27,77.74,301622,221617355.0,0.68,0.33,0.26,0.1,1
600000,78.07,78.01,78.27,77.81,203129,149170538.0,0.59,-0.08,-0.06,0.07,1
600000,78.27,78.01,78.27,77.74,196123,143998211.0,0.68,0.0,0.0,0.07,1
600000,78.07,77.61,78.07,77.61,161946,118223822.0,0.59,-0.51,-0.4,0.06,1
600000,77.81,77.74,78.01,77.54,192155,140393996.0,0.61,0.17,0.13,0.07,1
600000,77.94,77.54,78.01,77.35,168499,122554362.0,0.85,-0.26,-0.2,0.06,1
600000,77.68,78.01,78.07,77.54,217702,159178132.0,0.68,0.61,0.47,0.07,1
600000,78.07,77.94,78.27,77.61,368169,270170018.0,0.85,-0.09,-0.07,0.13,1
600000,78.01,77.74,78.07,77.54,242226,176749046.0,0.68,-0.26,-0.2,0.08,1
600000,77.81,77.81,77.94,77.54,244946,178868885.0,0.51,0.09,0.07,0.08,1
600000,77.81,77.94,77.94,77.48,167134,121983726.0,0.59,0.17,0.13,0.06,1
600000,78.01,78.14,78.14,77.87,209870,154239831.0,0.35,0.26,0.2,0.07,1
600000,78.6,78.4,78.6,78.2,318107,235352030.0,0.51,0.33,0.26,0.11,1
600000,78.53,78.2,78.73,78.2,284382,210715444.0,0.68,-0.26,-0.2,0.1,1
