股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
600000,83.22,83.42,83.48,83.09,377076,322145536.0,0.47,0.32,0.27,0.13,1
600000,83.42,83.88,84.14,83.35,554591,478834464.0,0.95,0.55,0.46,0.19,1
600000,84.01,83.42,84.01,83.35,410311,352720656.0,0.79,-0.55,-0.46,0.14,1
600000,83.42,84.34,84.47,83.42,630183,546456192.0,1.26,1.1,0.92,0.21,1
600000,84.41,84.41,84.8,84.01,340553,296601232.0,0.94,0.08,0.07,0.12,1
600000,84.54,84.47,84.8,84.21,426461,373093392.0,0.7,0.07,0.06,0.15,1
600000,84.6,84.21,84.6,83.81,412407,358535696.0,0.94,-0.31,-0.26,0.14,1
600000,84.47,84.41,85.26,84.21,489237,429003216.0,1.25,0.24,0.2,0.17,1
600000,84.41,83.55,84.41,83.42,510607,440215952.0,1.17,-1.02,-0.86,0.17,1
600000,83.42,83.42,83.81,83.42,221780,190459847.0,0.47,-0.16,-0.13,0.08,1
600000,83.48,83.81,84.01,83.28,399952,344181264.0,0.88,0.47,0.39,0.14,1
600000,83.81,83.88,84.01,83.68,262577,226931297.0,0.39,0.08,0.07,0.09,1
600000,84.01,84.93,85.07,83.88,828420,724160480.0,1.42,1.25,1.05,0.28,1
600000,84.8,84.67,84.93,84.41,475725,416684192.0,0.61,-0.31,-0.26,0.16,1
600000,84.87,84.21,84.87,84.01,324897,282465424.0,1.02,-0.54,-0.46,0.11,1
600000,84.14,83.35,84.14,83.35,433124,372488752.0,0.94,-1.02,-0.86,0.15,1
600000,83.42,83.42,83.55,83.22,234820,201130974.0,0.4,0.08,0.07,0.08,1
600000,83.28,82.63,83.35,82.63,562810,477716816.0,0.86,-0.95,-0.79,0.19,1
600000,82.82,82.36,83.02,82.36,439938,372256640.0,0.8,-0.33,-0.27,0.15,1
600000,82.82,83.09,83.28,82.56,399883,340086704.0,0.87,0.89,0.73,0.14,1
600000,83.15,83.94,84.08,83.02,475725,409206608.0,1.28,1.02,0.85,0.16,1
600000,83.88,83.88,84.34,83.75,362232,313861232.0,0.7,-0.07,-0.06,0.12,1
600000,84.01,84.21,84.34,83.75,287162,249045194.0,0.7,0.39,0.33,0.1,1
600000,84.27,84.54,84.67,84.08,376829,328719168.0,0.7,0.39,0.33,0.13,1
600000,84.21,83.61,84.34,83.48,347271,299136400.0,1.02,-1.1,-0.93,0.12,1
600000,83.55,83.28,83.81,83.09,316808,271300752.0,0.86,-0.39,-0.33,0.11,1
600000,83.48,83.55,83.88,83.35,286096,246064337.0,0.64,0.32,0.27,0.1,1
600000,83.61,83.35,83.81,83.35,245332,210822959.0,0.55,-0.24,-0.2,0.08,1
600000,83.28,84.08,84.08,83.15,343846,296119872.0,1.12,0.88,0.73,0.12,1
600000,83.88,83.61,83.88,83.28,243343,208998930.0,0.71,-0.56,-0.47,0.08,1
600000,83.42,83.48,83.55,83.15,324972,278140368.0,0.48,-0.16,-0.13,0.11,1
600000,83.55,83.22,83.55,83.15,294764,251902283.0,0.48,-0.31,-0.26,0.1,1
