股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,is_trading_day
601187,6.18,6.18,6.21,6.1,75215,43100144.0,1.79,0.32,0.02,0.63,1
601187,6.19,6.29,6.32,6.17,126625,74091784.0,2.43,1.78,0.11,1.06,1
601187,6.32,6.27,6.33,6.23,85645,50093442.0,1.59,-0.32,-0.02,0.72,1
601187,6.31,6.26,6.31,6.22,58953,34344520.0,1.44,-0.16,-0.01,0.49,1
601187,6.26,6.21,6.27,6.2,77292,44837266.0,1.12,-0.8,-0.05,0.65,1
601187,6.21,6.21,6.26,6.17,56163,32458939.0,1.45,0.0,0.0,0.47,1
601187,6.19,6.2,6.25,6.18,45887,26568866.0,1.13,-0.16,-0.01,0.39,1
601187,6.19,6.21,6.21,6.14,43412,24924740.0,1.13,0.16,0.01,0.36,1
601187,6.21,6.27,6.27,6.19,39818,23114724.0,1.29,0.97,0.06,0.33,1
601187,6.27,6.29,6.37,6.26,96346,56692141.0,1.75,0.32,0.02,0.81,1
601187,6.3,6.34,6.35,6.28,77837,45783049.0,1.11,0.79,0.05,0.65,1
601187,6.33,6.33,6.42,6.29,83526,49433751.0,2.05,-0.16,-0.01,0.7,1
601187,6.31,6.31,6.34,6.28,70092,41169473.0,0.95,-0.32,-0.02,0.59,1
601187,6.3,6.3,6.33,6.27,63060,37000660.0,0.95,-0.16,-0.01,0.53,1
601187,6.33,6.24,6.35,6.23,103004,60230111.0,1.9,-0.95,-0.06,0.86,1
601187,6.24,6.2,6.27,6.17,74917,43312306.0,1.6,-0.64,-0.04,0.63,1
